"hotel_id","city","distance","stars","rating","country","city_actual","rating_reviewcount","center1label","center2label","neighbourhood","ratingta","ratingta_count","distance_alter","accommodation_type"
9071,"Madrid",0.3,2,3.2,"Spain","Madrid",61,"City centre","Casa Matesanz","Centro",3.5,46,0.4,"Hostel"
9072,"Madrid",0.3,2,4.4,"Spain","Madrid",368,"City centre","Casa Matesanz","Centro",4.5,1912,0.4,"Hotel"
9073,"Madrid",0.3,4,4,"Spain","Madrid",251,"City centre","Casa Matesanz","Centro",4,966,0.3,"Hotel"
9074,"Madrid",0.3,4,4.3,"Spain","Madrid",125,"City centre","Casa Matesanz","Centro",4,1058,0.3,"Hotel"
9075,"Madrid",0.2,2,3.9,"Spain","Madrid",87,"City centre","Casa Matesanz","Centro",4,162,0.1,"Hostel"
9076,"Madrid",0.1,3,4.1,"Spain","Madrid",187,"City centre","Casa Matesanz","Centro",4.5,352,0.3,"Hostel"
9077,"Madrid",0.8,2,4.3,"Spain","Madrid",79,"City centre","Casa Matesanz","Centro",4,1259,0.6,"Hotel"
9078,"Madrid",0.1,4,4.4,"Spain","Madrid",719,"City centre","Casa Matesanz","Centro",4.5,3083,0.1,"Hotel"
9079,"Madrid",0.3,2,3.7,"Spain","Madrid",255,"City centre","Casa Matesanz","Centro",4,607,0.4,"Guest House"
9080,"Madrid",0.2,3.5,5,"Spain","Madrid",1,"City centre","Casa Matesanz","Centro",NA,NA,0.2,"Apartment"
9081,"Madrid",0.6,3.5,3.2,"Spain","Madrid",3,"City centre","Casa Matesanz","Centro",NA,NA,0.4,"Apartment"
9082,"Madrid",0.1,2,3.5,"Spain","Madrid",96,"City centre","Casa Matesanz","Centro",3,58,0.3,"Hostel"
9083,"Madrid",0.2,3,4,"Spain","Madrid",169,"City centre","Casa Matesanz","Centro",4,974,0.3,"Hotel"
9084,"Madrid",0.1,3,4,"Spain","Madrid",217,"City centre","Casa Matesanz","Centro",4,944,0.3,"Hotel"
9085,"Madrid",0.1,2,4.5,"Spain","Madrid",76,"City centre","Casa Matesanz","Centro",5,251,0.1,"Hostel"
9086,"Madrid",0.6,3.5,3,"Spain","Madrid",2,"City centre","Casa Matesanz","Centro",NA,NA,0.8,"Apartment"
9087,"Madrid",0.3,1,4.1,"Spain","Madrid",73,"City centre","Casa Matesanz","Centro",4.5,568,0.3,"Hostel"
9088,"Madrid",0.3,3,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Centro",NA,NA,0.3,"Apartment"
9089,"Madrid",0.3,3,4,"Spain","Madrid",422,"City centre","Casa Matesanz","Centro",4,1026,0.3,"Hotel"
9090,"Madrid",0.4,4,4,"Spain","Madrid",495,"City centre","Casa Matesanz","Centro",4,1226,0.4,"Hotel"
9091,"Madrid",0.4,5,4.8,"Spain","Madrid",101,"City centre","Casa Matesanz","Centro",5,438,0.4,"Hotel"
9092,"Madrid",0.5,4,3.7,"Spain","Madrid",188,"City centre","Casa Matesanz","Centro",4,1991,0.4,"Hotel"
9093,"Madrid",0.7,2,4.1,"Spain","Madrid",171,"City centre","Casa Matesanz","Centro",4.5,105,0.5,"Hostel"
9094,"Madrid",0.7,3,3.5,"Spain","Madrid",48,"City centre","Casa Matesanz","Centro",3.5,83,0.5,"Hostel"
9095,"Madrid",0.1,3,4,"Spain","Madrid",266,"City centre","Casa Matesanz","Centro",4,899,0.2,"Hotel"
9096,"Madrid",0.5,3,3.7,"Spain","Madrid",57,"City centre","Casa Matesanz","Centro",3.5,96,0.4,"Hostel"
9097,"Madrid",0.5,3,4,"Spain","Madrid",165,"City centre","Casa Matesanz","Centro",4,630,0.4,"Hotel"
9098,"Madrid",0.4,5,4.5,"Spain","Madrid",94,"City centre","Casa Matesanz","Centro",4.5,328,0.4,"Hotel"
9099,"Madrid",0.7,5,4.6,"Spain","Madrid",139,"City centre","Casa Matesanz","Centro",4.5,471,0.5,"Hotel"
9100,"Madrid",0,3,2.9,"Spain","Madrid",25,"City centre","Casa Matesanz","Centro",2.5,19,0.2,"Apartment"
9101,"Madrid",0.5,4,3,"Spain","Madrid",1,"City centre","Casa Matesanz","Centro",NA,NA,0.7,"Apartment"
9102,"Madrid",0.1,2,4.3,"Spain","Madrid",69,"City centre","Casa Matesanz","Centro",4.5,470,0.3,"Hostel"
9103,"Madrid",0.2,4,5,"Spain","Madrid",1,"City centre","Casa Matesanz","Centro",3.5,25,0.4,"Apartment"
9104,"Madrid",0.1,1,3.7,"Spain","Madrid",593,"City centre","Casa Matesanz","Centro",4,266,0.2,"Hostel"
9105,"Madrid",0.1,1,3.5,"Spain","Madrid",13,"City centre","Casa Matesanz","Centro",4,266,0.2,"Hostel"
9106,"Madrid",0.2,4,4.3,"Spain","Madrid",360,"City centre","Casa Matesanz","Centro",4.5,1235,0.2,"Hotel"
9107,"Madrid",0.8,2,3.4,"Spain","Madrid",86,"City centre","Casa Matesanz","Centro",3.5,112,0.6,"Hostel"
9108,"Madrid",0.2,2,3.9,"Spain","Madrid",121,"City centre","Casa Matesanz","Centro",4,257,0.4,"Hostel"
9109,"Madrid",0.8,4,4.5,"Spain","Madrid",166,"City centre","Casa Matesanz","Centro",4.5,1308,0.6,"Hotel"
9110,"Madrid",0.5,3,2.7,"Spain","Madrid",40,"City centre","Casa Matesanz","Centro",2,32,0.4,"Apartment"
9111,"Madrid",0.1,4,4,"Spain","Madrid",211,"City centre","Casa Matesanz","Centro",4,664,0.1,"Hotel"
9112,"Madrid",0.2,4,4.1,"Spain","Madrid",236,"City centre","Casa Matesanz","Centro",4,1024,0.3,"Hotel"
9113,"Madrid",0.3,4,4.5,"Spain","Madrid",222,"City centre","Casa Matesanz","Centro",4.5,3939,0.3,"Hotel"
9114,"Madrid",1.1,4,3.5,"Spain","Madrid",373,"City centre","Casa Matesanz","Centro",3.5,1686,0.9,"Hotel"
9115,"Madrid",0.7,3.5,4.5,"Spain","Madrid",109,"City centre","Casa Matesanz","Centro",4.5,712,0.5,"Apartment"
9116,"Madrid",0.6,2,3.4,"Spain","Madrid",32,"City centre","Casa Matesanz","Centro",3.5,117,0.4,"Hostel"
9117,"Madrid",0.2,4,4,"Spain","Madrid",306,"City centre","Casa Matesanz","Centro",4,875,0.3,"Hotel"
9118,"Madrid",0.2,3,4.5,"Spain","Madrid",238,"City centre","Casa Matesanz","Centro",4.5,1698,0.3,"Hotel"
9119,"Madrid",0.1,3,3.2,"Spain","Madrid",121,"City centre","Casa Matesanz","Centro",3.5,297,0.1,"Hotel"
9120,"Madrid",0.6,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Centro",NA,NA,0.4,"Apartment"
9121,"Madrid",0.6,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Centro",NA,NA,0.4,"Apartment"
9122,"Madrid",0.3,3.5,4.5,"Spain","Madrid",4,"City centre","Casa Matesanz","Centro",NA,NA,0.3,"Apartment"
9123,"Madrid",0.3,2,3.7,"Spain","madrid",8,"City centre","Casa Matesanz","Centro",4,53,0.3,"Hostel"
9124,"Madrid",0.7,3.5,3.9,"Spain","Madrid",34,"City centre","Casa Matesanz","Centro",4.5,39,0.5,"Apartment"
9125,"Madrid",11,4,3.7,"Spain","Fuenlabrada",18,"City centre","Casa Matesanz","Centro - El Arroyo - La Fuente",2.5,2,12,"Hotel"
9126,"Madrid",11,4,4.3,"Spain","Fuenlabrada",90,"City centre","Casa Matesanz","Cerro - El Molino",4,69,11,"Hotel"
9127,"Madrid",3.9,4,3.9,"Spain","Madrid",117,"City centre","Casa Matesanz","Chamartin",3.5,1376,3.7,"Hotel"
9128,"Madrid",3.8,3,2.7,"Spain","Madrid",127,"City centre","Casa Matesanz","Chamartin",2.5,112,3.6,"Hotel"
9129,"Madrid",3.9,4,4,"Spain","Madrid",306,"City centre","Casa Matesanz","Chamartin",4,720,3.7,"Hotel"
9130,"Madrid",3.5,4,4.3,"Spain","Madrid",53,"City centre","Casa Matesanz","Chamartin",4.5,164,3.3,"Hotel"
9131,"Madrid",2,3,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Chamartin",NA,NA,1.8,"Apartment"
9132,"Madrid",2.9,3,3.9,"Spain","Madrid",9,"City centre","Casa Matesanz","Chamartin",4.5,6,2.7,"Hostel"
9133,"Madrid",3.9,3,4,"Spain","Madrid",207,"City centre","Casa Matesanz","Chamartin",4,1123,3.7,"Hotel"
9134,"Madrid",2.9,4,3.7,"Spain","Madrid",128,"City centre","Casa Matesanz","Chamartin",3.5,706,2.7,"Hotel"
9135,"Madrid",2.1,4,4.4,"Spain","Madrid",160,"City centre","Casa Matesanz","Chamberi",4.5,570,1.9,"Hotel"
9136,"Madrid",0.9,3,3.2,"Spain","Madrid",59,"City centre","Casa Matesanz","Chamberi",2.5,169,0.7,"Apart-hotel"
9137,"Madrid",0.8,2,4.3,"Spain","Madrid",102,"City centre","Casa Matesanz","Chamberi",4.5,1276,0.6,"Hostel"
9138,"Madrid",1.2,3,3.9,"Spain","Madrid",103,"City centre","Casa Matesanz","Chamberi",3.5,204,1,"Hotel"
9139,"Madrid",0.9,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Chamberi",NA,NA,0.7,"Apartment"
9140,"Madrid",1.5,4,4.5,"Spain","Madrid",97,"City centre","Casa Matesanz","Chamberi",4.5,1109,1.3,"Hotel"
9141,"Madrid",0.9,4,4.5,"Spain","Madrid",160,"City centre","Casa Matesanz","Chamberi",4.5,409,0.7,"Apartment"
9142,"Madrid",1.4,3,4.1,"Spain","Madrid",38,"City centre","Casa Matesanz","Chamberi",4,67,1.2,"Hotel"
9143,"Madrid",0.9,3,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Chamberi",NA,NA,0.8,"Apartment"
9144,"Madrid",0.9,3,4,"Spain","Madrid",89,"City centre","Casa Matesanz","Chamberi",4,127,0.7,"Hotel"
9145,"Madrid",1.6,3,4.5,"Spain","Madrid",17,"City centre","Casa Matesanz","Chamberi",4,402,1.4,"Hotel"
9146,"Madrid",1.5,3,4,"Spain","Madrid",90,"City centre","Casa Matesanz","Chamberi",3.5,530,1.3,"Hotel"
9147,"Madrid",1.6,5,3.5,"Spain","Madrid",112,"City centre","Casa Matesanz","Chamberi",3.5,749,1.4,"Hotel"
9148,"Madrid",0.9,5,4.8,"Spain","Madrid",183,"City centre","Casa Matesanz","Chamberi",5,1104,0.7,"Hotel"
9149,"Madrid",0.9,3,4,"Spain","Madrid",57,"City centre","Casa Matesanz","Chamberi",4.5,919,0.7,"Hotel"
9150,"Madrid",1.1,5,4.9,"Spain","Madrid",45,"City centre","Casa Matesanz","Chamberi",4.5,425,0.9,"Hotel"
9151,"Madrid",1.6,4,4.1,"Spain","Madrid",125,"City centre","Casa Matesanz","Chamberi",4,651,1.4,"Hotel"
9152,"Madrid",1,2,3.2,"Spain","Madrid",30,"City centre","Casa Matesanz","Chamberi",1,2,0.8,"Apartment"
9153,"Madrid",0.9,4,4.1,"Spain","Madrid",389,"City centre","Casa Matesanz","Chamberi",4,924,0.6,"Hotel"
9154,"Madrid",1.1,4,4,"Spain","Madrid",87,"City centre","Casa Matesanz","Chamberi",3.5,309,0.9,"Hotel"
9155,"Madrid",0.9,4,4.3,"Spain","Madrid",84,"City centre","Casa Matesanz","Chamberi",4.5,699,0.7,"Hotel"
9156,"Madrid",1.6,5,4.5,"Spain","Madrid",156,"City centre","Casa Matesanz","Chamberi",4.5,1470,1.4,"Hotel"
9157,"Madrid",1.5,5,4.4,"Spain","Madrid",124,"City centre","Casa Matesanz","Chamberi",4.5,1899,1.3,"Hotel"
9158,"Madrid",1,4,4.1,"Spain","Madrid",218,"City centre","Casa Matesanz","Chamberi",4,845,0.8,"Hotel"
9159,"Madrid",0.8,2,3.7,"Spain","Madrid",44,"City centre","Casa Matesanz","Chamberi",3.5,56,0.6,"Hostel"
9160,"Madrid",0.5,4,4.5,"Spain","Madrid",97,"City centre","Casa Matesanz","Chueca",4.5,210,0.4,"Apartment"
9161,"Madrid",0.4,2,3.7,"Spain","Madrid",27,"City centre","Casa Matesanz","Chueca",3.5,145,0.2,"Hostel"
9162,"Madrid",0.4,2,4,"Spain","Madrid",109,"City centre","Casa Matesanz","Chueca",4,85,0.2,"Hostel"
9163,"Madrid",0.4,3.5,3.7,"Spain","Madrid",22,"City centre","Casa Matesanz","Chueca",4.5,82,0.2,"Apartment"
9164,"Madrid",0.4,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Chueca",NA,NA,0.2,"Apartment"
9165,"Madrid",0.4,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Chueca",NA,NA,0.2,"Apartment"
9166,"Madrid",0.4,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Chueca",NA,NA,0.2,"Apartment"
9167,"Madrid",0.6,4,4.8,"Spain","Madrid",464,"City centre","Casa Matesanz","Chueca",5,1985,0.4,"Hotel"
9168,"Madrid",0.3,3,3.4,"Spain","Madrid",67,"City centre","Casa Matesanz","Chueca",3.5,369,0.2,"Hostel"
9169,"Madrid",0.4,2,4.3,"Spain","Madrid",35,"City centre","Casa Matesanz","Chueca",4.5,59,0.2,"Hostel"
9170,"Madrid",0.4,2,3.7,"Spain","Madrid",34,"City centre","Casa Matesanz","Chueca",4,124,0.2,"Hostel"
9171,"Madrid",0.4,3,4,"Spain","Madrid",11,"City centre","Casa Matesanz","Chueca",4.5,68,0.2,"Guest House"
9172,"Madrid",0.6,3,4.3,"Spain","Madrid",3,"City centre","Casa Matesanz","Chueca",4.5,6,0.4,"Hostel"
9173,"Madrid",0.5,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Chueca",NA,NA,0.3,"Apartment"
9174,"Madrid",0.3,3,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Chueca",NA,NA,0.1,"Hotel"
9175,"Madrid",0.3,2,3.7,"Spain","Madrid",25,"City centre","Casa Matesanz","Chueca",4,100,0.1,"Hostel"
9176,"Madrid",0.3,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Chueca",NA,NA,0.1,"Apartment"
9177,"Madrid",0.4,3.5,4,"Spain","Madrid",148,"City centre","Casa Matesanz","Chueca",4,40,0.2,"Apartment"
9178,"Madrid",0.6,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Chueca",NA,NA,0.5,"Apartment"
9179,"Madrid",0.4,2.5,3.9,"Spain","Madrid",255,"City centre","Casa Matesanz","Chueca",4,278,0.2,"Hostel"
9180,"Madrid",0.4,3.5,4,"Spain","Madrid",139,"City centre","Casa Matesanz","Chueca",4.5,516,0.2,"Apartment"
9181,"Madrid",0.5,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Chueca",NA,NA,0.4,"Apartment"
9182,"Madrid",0.4,4,4,"Spain","Madrid",85,"City centre","Casa Matesanz","Chueca",4,110,0.3,"Apartment"
9183,"Madrid",0.3,2,4,"Spain","Madrid",223,"City centre","Casa Matesanz","Chueca",4,192,0.2,"Hostel"
9184,"Madrid",0.4,2,3.7,"Spain","Madrid",85,"City centre","Casa Matesanz","Chueca",4,131,0.2,"Hostel"
9185,"Madrid",0.4,3,2.7,"Spain","Madrid",133,"City centre","Casa Matesanz","Chueca",2.5,139,0.2,"Hostel"
9186,"Madrid",0.7,4,4.5,"Spain","madrid",51,"City centre","Casa Matesanz","Chueca",4.5,21,0.5,"Apartment"
9187,"Madrid",0.5,3.5,4.9,"Spain","Madrid",7,"City centre","Casa Matesanz","Chueca",NA,NA,0.2,"Apartment"
9188,"Madrid",0.4,2.5,4,"Spain","Madrid",109,"City centre","Casa Matesanz","Chueca",4.5,104,0.2,"Pension"
9189,"Madrid",0.5,2,4,"Spain","Madrid",115,"City centre","Casa Matesanz","Chueca",4.5,533,0.3,"Hostel"
9190,"Madrid",0.3,2,4,"Spain","Madrid",35,"City centre","Casa Matesanz","Chueca",4,129,0.2,"Hostel"
9191,"Madrid",0.3,2,4,"Spain","Madrid",80,"City centre","Casa Matesanz","Chueca",4.5,232,0.2,"Hostel"
9192,"Madrid",0.4,2,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Chueca",2,26,0.2,"Hostel"
9193,"Madrid",0.4,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Chueca",3.5,77,0.2,"Apartment"
9194,"Madrid",0.3,3,4.4,"Spain","Madrid",381,"City centre","Casa Matesanz","Chueca",4.5,2346,0.2,"Hotel"
9195,"Madrid",0.4,2.5,4,"Spain","Madrid",7,"City centre","Casa Matesanz","Chueca",3.5,77,0.2,"Hostel"
9196,"Madrid",0.4,3.5,2.5,"Spain","Madrid",2,"City centre","Casa Matesanz","Chueca",NA,NA,0.2,"Apartment"
9197,"Madrid",3.4,4,4.8,"Spain","Madrid",177,"City centre","Casa Matesanz","Ciudad Lineal",5,511,3.3,"Hotel"
9198,"Madrid",3.6,4,4.6,"Spain","Madrid",42,"City centre","Casa Matesanz","Colina",4.5,108,3.4,"Hotel"
9199,"Madrid",2.7,4,3.9,"Spain","Madrid",101,"City centre","Casa Matesanz","ConcepciÃ³n",3.5,664,2.6,"Hotel"
9200,"Madrid",7.6,3,4,"Spain","Coslada",38,"City centre","Casa Matesanz","Coslada",3.5,194,7.5,"Hotel"
9201,"Madrid",4.1,4,4.1,"Spain","Madrid",359,"City centre","Casa Matesanz","Costillares",4,957,3.9,"Hotel"
9202,"Madrid",4.9,4,3.9,"Spain","Madrid",112,"City centre","Casa Matesanz","Costillares",3.5,439,4.7,"Hotel"
9203,"Madrid",10,3,3.7,"Spain","Fuenlabrada",65,"City centre","Casa Matesanz","El Naranjo - La Serna",3.5,92,10,"Hotel"
9204,"Madrid",9.8,3,3.7,"Spain","Fuenlabrada",16,"City centre","Casa Matesanz","El Naranjo - La Serna",3,81,10,"Hotel"
9205,"Madrid",1.8,4,4.3,"Spain","Madrid",418,"City centre","Casa Matesanz","Estrella",4,1808,1.8,"Hotel"
9206,"Madrid",6,4,4,"Spain","Madrid",57,"City centre","Casa Matesanz","Fuencarral-El Pardo",4,723,5.8,"Hotel"
9207,"Madrid",9.1,3,4.3,"Spain","Madrid",11,"City centre","Casa Matesanz","Fuencarral-El Pardo",3.5,6,8.9,"Hotel"
9208,"Madrid",7,4,3.5,"Spain","Madrid",101,"City centre","Casa Matesanz","Fuencarral-El Pardo",3,387,6.7,"Hotel"
9209,"Madrid",4.5,4,4.4,"Spain","Madrid",70,"City centre","Casa Matesanz","Fuencarral-El Pardo",4,209,4.3,"Hotel"
9210,"Madrid",6.8,4,4,"Spain","Madrid",146,"City centre","Casa Matesanz","Fuencarral-El Pardo",3.5,213,6.6,"Hotel"
9211,"Madrid",4.8,5,4.1,"Spain","Madrid",184,"City centre","Casa Matesanz","Fuencarral-El Pardo",4,881,4.6,"Hotel"
9212,"Madrid",4.2,5,4.3,"Spain","Madrid",350,"City centre","Casa Matesanz","Fuencarral-El Pardo",4,2163,4,"Hotel"
9213,"Madrid",5.1,4,3.7,"Spain","Madrid",63,"City centre","Casa Matesanz","Fuencarral-El Pardo",4,282,4.9,"Hotel"
9214,"Madrid",10,2,4,"Spain","Fuenlabrada",100,"City centre","Casa Matesanz","Fuenlabrada",4,214,11,"Hotel"
9215,"Madrid",10,2,3.9,"Spain","Fuenlabrada",53,"City centre","Casa Matesanz","Fuenlabrada",3.5,250,11,"Hotel"
9216,"Madrid",8.8,4,3.2,"Spain","Getafe",32,"City centre","Casa Matesanz","Getafe",3,233,9,"Hotel"
9217,"Madrid",10,3,4.1,"Spain","Getafe",129,"City centre","Casa Matesanz","Getafe",4,366,10,"Hotel"
9218,"Madrid",7.2,2,3.7,"Spain","Getafe",43,"City centre","Casa Matesanz","Getafe",4,328,7.4,"Hotel"
9219,"Madrid",7.2,3,3.2,"Spain","Getafe",28,"City centre","Casa Matesanz","Getafe",3,108,7.4,"Hotel"
9220,"Madrid",7.2,4,4,"Spain","Getafe",71,"City centre","Casa Matesanz","Getafe",4,296,7.4,"Hotel"
9221,"Madrid",7.1,4,4,"Spain","Getafe",121,"City centre","Casa Matesanz","Getafe",3.5,191,7.3,"Hotel"
9222,"Madrid",7.1,3,3.2,"Spain","Getafe",43,"City centre","Casa Matesanz","Getafe",2.5,136,7.3,"Hotel"
9223,"Madrid",8.4,4,3.7,"Spain","Getafe",33,"City centre","Casa Matesanz","Getafe",3.5,295,8.6,"Hotel"
9224,"Madrid",7.7,3,3.9,"Spain","Getafe",71,"City centre","Casa Matesanz","Getafe",4,99,7.9,"Hostel"
9225,"Madrid",0.4,2,4.1,"Spain","Madrid",19,"City centre","Casa Matesanz","Gran Via",4,58,0.2,"Hostel"
9226,"Madrid",0.4,1,4,"Spain","Madrid",36,"City centre","Casa Matesanz","Gran Via",4,42,0.2,"Pension"
9227,"Madrid",0.2,3,4.1,"Spain","Madrid",265,"City centre","Casa Matesanz","Gran Via",4,822,0,"Hotel"
9228,"Madrid",0.4,2,3.5,"Spain","Madrid",34,"City centre","Casa Matesanz","Gran Via",3.5,27,0.3,"Hostel"
9229,"Madrid",0.2,3,3.5,"Spain","Madrid",93,"City centre","Casa Matesanz","Gran Via",3.5,168,0.1,"Hostel"
9230,"Madrid",0.3,4,3.9,"Spain","Madrid",154,"City centre","Casa Matesanz","Gran Via",4,1414,0.2,"Hotel"
9231,"Madrid",0.5,3,3.9,"Spain","Madrid",49,"City centre","Casa Matesanz","Gran Via",4,125,0.4,"Hostel"
9232,"Madrid",0.2,3,3.7,"Spain","Madrid",178,"City centre","Casa Matesanz","Gran Via",4,278,0.1,"Hostel"
9233,"Madrid",0.4,3,3.7,"Spain","Madrid",95,"City centre","Casa Matesanz","Gran Via",4,265,0.3,"Hostel"
9234,"Madrid",0.2,3,3.4,"Spain","Madrid",131,"City centre","Casa Matesanz","Gran Via",3,309,0.1,"Hotel"
9235,"Madrid",0.2,3,4,"Spain","Madrid",285,"City centre","Casa Matesanz","Gran Via",4,1004,0,"Hotel"
9236,"Madrid",0.2,4,3.5,"Spain","Madrid",4,"City centre","Casa Matesanz","Gran Via",4,7,0.1,"Apartment"
9237,"Madrid",0.3,2,4,"Spain","Madrid",144,"City centre","Casa Matesanz","Gran Via",4,623,0.1,"Hostel"
9238,"Madrid",0.3,2,3.5,"Spain","Madrid",54,"City centre","Casa Matesanz","Gran Via",3.5,122,0.1,"Hostel"
9239,"Madrid",0.2,3.5,4.8,"Spain","Madrid",9,"City centre","Casa Matesanz","Gran Via",5,6,0.1,"Apartment"
9240,"Madrid",0.2,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Gran Via",NA,NA,0.1,"Apartment"
9241,"Madrid",0.4,2,3,"Spain","Madrid",73,"City centre","Casa Matesanz","Gran Via",3.5,74,0.2,"Hostel"
9242,"Madrid",0.4,2,3.7,"Spain","Madrid",59,"City centre","Casa Matesanz","Gran Via",4,251,0.2,"Hostel"
9243,"Madrid",0.4,3,3.4,"Spain","Madrid",14,"City centre","Casa Matesanz","Gran Via",NA,NA,0.1,"Apartment"
9244,"Madrid",0.4,2,3.7,"Spain","Madrid",20,"City centre","Casa Matesanz","Gran Via",3,79,0.2,"Hostel"
9245,"Madrid",0.3,3,2.5,"Spain","Madrid",36,"City centre","Casa Matesanz","Gran Via",1.5,25,0.1,"Apartment"
9246,"Madrid",0.5,3,3.9,"Spain","Madrid",19,"City centre","Casa Matesanz","Gran Via",4.5,367,0.4,"Hostel"
9247,"Madrid",0.3,2,4.1,"Spain","Madrid",32,"City centre","Casa Matesanz","Gran Via",4,89,0.1,"Hostel"
9248,"Madrid",0.3,3,3.7,"Spain","Madrid",65,"City centre","Casa Matesanz","Gran Via",4,40,0.1,"Hostel"
9249,"Madrid",0.3,2,3.4,"Spain","Madrid",31,"City centre","Casa Matesanz","Gran Via",2.5,62,0.2,"Hostel"
9250,"Madrid",0.3,2,4.1,"Spain","Madrid",39,"City centre","Casa Matesanz","Gran Via",3.5,80,0.1,"Hostel"
9251,"Madrid",0.2,3,3.9,"Spain","Madrid",53,"City centre","Casa Matesanz","Gran Via",3.5,145,0.1,"Hostel"
9252,"Madrid",0.3,3,4.3,"Spain","Madrid",145,"City centre","Casa Matesanz","Gran Via",4.5,534,0.2,"Hostel"
9253,"Madrid",0.5,2,4.1,"Spain","Madrid",26,"City centre","Casa Matesanz","Gran Via",4,155,0.4,"Pension"
9254,"Madrid",0.3,2,3.5,"Spain","Madrid",26,"City centre","Casa Matesanz","Gran Via",4,45,0.1,"Pension"
9255,"Madrid",0.3,1,2.2,"Spain","Madrid",88,"City centre","Casa Matesanz","Gran Via",2,119,0.1,"Hotel"
9256,"Madrid",0.3,1,3.4,"Spain","Madrid",9,"City centre","Casa Matesanz","Gran Via",2.5,29,0.1,"Apartment"
9257,"Madrid",0.2,3.5,5,"Spain","Madrid",5,"City centre","Casa Matesanz","Gran Via",NA,NA,0.1,"Apartment"
9258,"Madrid",0.2,3.5,3,"Spain","Madrid",1,"City centre","Casa Matesanz","Gran Via",4,935,0.1,"Apartment"
9259,"Madrid",0.2,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Gran Via",3,2,0.1,"Apartment"
9260,"Madrid",0.4,4,3,"Spain","Madrid",3,"City centre","Casa Matesanz","Gran Via",NA,NA,0.3,"Apartment"
9261,"Madrid",0.2,2,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Gran Via",3,443,0.1,"Hostel"
9262,"Madrid",0.5,3,4,"Spain","Madrid",32,"City centre","Casa Matesanz","Gran Via",4.5,24,0.4,"Apartment"
9263,"Madrid",0.2,3,4,"Spain","Madrid",353,"City centre","Casa Matesanz","Gran Via",4,297,0.1,"Hostel"
9264,"Madrid",0.2,2,4,"Spain","Madrid",36,"City centre","Casa Matesanz","Gran Via",4.5,392,0.1,"Hostel"
9265,"Madrid",0.5,4,3.5,"Spain","Madrid",46,"City centre","Casa Matesanz","Gran Via",3.5,425,0.3,"Hotel"
9266,"Madrid",0.4,2,3.7,"Spain","Madrid",89,"City centre","Casa Matesanz","Gran Via",3.5,117,0.3,"Hotel"
9267,"Madrid",0.4,1,3.7,"Spain","Madrid",104,"City centre","Casa Matesanz","Gran Via",4,132,0.1,"Hostel"
9268,"Madrid",0.4,2,4,"Spain","Madrid",41,"City centre","Casa Matesanz","Gran Via",4.5,203,0.3,"Hostel"
9269,"Madrid",0.5,3,3.7,"Spain","Madrid",433,"City centre","Casa Matesanz","Gran Via",4,745,0.3,"Hotel"
9270,"Madrid",0.6,2,3.7,"Spain","Madrid",90,"City centre","Casa Matesanz","Gran Via",4.5,455,0.5,"Hostel"
9271,"Madrid",0.3,4,4.4,"Spain","Madrid",227,"City centre","Casa Matesanz","Gran Via",4.5,868,0.3,"Hotel"
9272,"Madrid",0.3,4,4.4,"Spain","Madrid",315,"City centre","Casa Matesanz","Gran Via",4,1369,0.1,"Hotel"
9273,"Madrid",0.2,2,3.7,"Spain","Madrid",25,"City centre","Casa Matesanz","Gran Via",4,132,0.1,"Hostel"
9274,"Madrid",0.2,3,3.5,"Spain","Madrid",104,"City centre","Casa Matesanz","Gran Via",3.5,773,0.1,"Hotel"
9275,"Madrid",0.4,3.5,NA,"Spain","Madrid",NA,"City centre","Casa Matesanz","Gran Via",NA,NA,0.2,"Apartment"
9276,"Madrid",0.3,3,3.7,"Spain","Madrid",149,"City centre","Casa Matesanz","Gran Via",4,809,0.1,"Hotel"
9277,"Madrid",0.2,4,4.1,"Spain","Madrid",608,"City centre","Casa Matesanz","Gran Via",4,1381,0.1,"Hotel"
9278,"Madrid",0.2,1,4.1,"Spain","Madrid",56,"City centre","Casa Matesanz","Gran Via",4.5,410,0.1,"Hostel"
